page,path,readiness,route_registered,uses_trpc,uses_fetch,has_mutation,has_query,has_interaction,has_placeholder,has_no_check,has_hardcoded_money
DatabaseManagement,client/src/pages/DatabaseManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
DateInputForm,client/src/pages/DateInputForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
DatePickerDialog,client/src/pages/DatePickerDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
DatingDiscovery,client/src/pages/DatingDiscovery.tsx,integration-backed-review,True,False,True,False,False,True,False,False,False
DatingHome,client/src/pages/DatingHome.tsx,interactive-review,True,False,False,False,False,True,True,False,True
DatingMatches,client/src/pages/DatingMatches.tsx,integration-backed-review,True,False,True,False,False,True,True,False,False
DatingMessages,client/src/pages/DatingMessages.tsx,integration-backed-review,True,False,True,False,False,True,True,False,False
DatingPremium,client/src/pages/DatingPremium.tsx,interactive-review,True,False,False,False,False,True,False,False,True
DatingProfile,client/src/pages/DatingProfile.tsx,integration-backed-review,True,False,True,False,False,True,True,False,False
DatingProfileSetup,client/src/pages/DatingProfileSetup.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DatingSubscription,client/src/pages/DatingSubscription.tsx,integration-backed-review,True,False,True,False,False,True,False,False,True
DayTradeRoom,client/src/pages/DayTradeRoom.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DeFi,client/src/pages/DeFi.tsx,interactive-review,True,False,False,False,False,True,False,False,True
DecentralizedIdentity,client/src/pages/DecentralizedIdentity.tsx,interactive-review,True,False,False,False,False,True,False,False,False
DefensibilityMoat,client/src/pages/DefensibilityMoat.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DeleteAccount,client/src/pages/DeleteAccount.tsx,interactive-review,True,False,False,False,False,True,False,False,False
DeleteContent,client/src/pages/DeleteContent.tsx,interactive-review,True,False,False,False,False,True,False,False,False
DepartmentManagement,client/src/pages/DepartmentManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DependencyGraph,client/src/pages/DependencyGraph.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DeploymentPipeline,client/src/pages/DeploymentPipeline.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DeprecationPolicy,client/src/pages/DeprecationPolicy.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DerivativeTrading,client/src/pages/DerivativeTrading.tsx,static-review,True,False,False,False,False,False,False,False,False
DerivativesTrading,client/src/pages/DerivativesTrading.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DestinationGuide,client/src/pages/DestinationGuide.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DestinyEngine,client/src/pages/DestinyEngine.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
DevOps,client/src/pages/DevOps.tsx,interactive-review,True,False,False,False,False,True,False,False,True
DeveloperArea,client/src/pages/DeveloperArea.tsx,static-review,True,False,False,False,False,False,False,False,False
DeveloperCommunity,client/src/pages/DeveloperCommunity.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DeveloperMarketplace,client/src/pages/DeveloperMarketplace.tsx,interactive-review,True,False,False,False,False,True,True,False,True
DeveloperProtocol,client/src/pages/DeveloperProtocol.tsx,interactive-review,True,False,False,False,False,True,False,False,True
DifficultyCalculator,client/src/pages/DifficultyCalculator.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DifficultyTracking,client/src/pages/DifficultyTracking.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DigitalArtStore,client/src/pages/DigitalArtStore.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DigitalNationMode,client/src/pages/DigitalNationMode.tsx,integration-backed-review,True,True,False,False,True,True,False,False,True
DigitalTwin,client/src/pages/DigitalTwin.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
DirectMessages,client/src/pages/DirectMessages.tsx,static-review,True,False,False,False,False,False,False,False,False
DirectMessaging,client/src/pages/DirectMessaging.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DisasterRecovery,client/src/pages/DisasterRecovery.tsx,static-review,True,False,False,False,False,False,False,False,False
DiscordIntegration,client/src/pages/DiscordIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Discover,client/src/pages/Discover.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DiscussionBoard,client/src/pages/DiscussionBoard.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DiscussionForums,client/src/pages/DiscussionForums.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DisputeResolution,client/src/pages/DisputeResolution.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DistributionChannels,client/src/pages/DistributionChannels.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DocumentEditor,client/src/pages/DocumentEditor.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DocumentManagement,client/src/pages/DocumentManagement.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DocumentSharing,client/src/pages/DocumentSharing.tsx,interactive-review,True,False,False,False,False,True,True,False,False
DocumentSigning,client/src/pages/DocumentSigning.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Documentation,client/src/pages/Documentation.tsx,interactive-review,True,False,False,False,False,True,False,False,False
DogecoinPoolSelection,client/src/pages/DogecoinPoolSelection.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DomainManagement,client/src/pages/DomainManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
DonationProcessing,client/src/pages/DonationProcessing.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
DropdownMenu,client/src/pages/DropdownMenu.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ENSResolver,client/src/pages/ENSResolver.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EarningsTracker,client/src/pages/EarningsTracker.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
EarningsTracking,client/src/pages/EarningsTracking.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
EconomicLayer,client/src/pages/EconomicLayer.tsx,integration-backed-review,True,True,False,True,True,True,False,False,False
Economics,client/src/pages/Economics.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
EconomyControl,client/src/pages/EconomyControl.tsx,integration-backed-review,True,True,False,False,True,True,False,False,True
Ecosystem,client/src/pages/Ecosystem.tsx,integration-backed-review,True,True,False,False,True,True,False,False,True
EditProfile,client/src/pages/EditProfile.tsx,interactive-review,True,False,False,False,False,True,False,False,False
EmailCampaigns,client/src/pages/EmailCampaigns.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EmailConfiguration,client/src/pages/EmailConfiguration.tsx,static-review,True,False,False,False,False,False,False,False,False
EmailInputForm,client/src/pages/EmailInputForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
EmailIntegration,client/src/pages/EmailIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EmailNotifications,client/src/pages/EmailNotifications.tsx,interactive-review,True,False,False,False,False,True,False,False,False
EmailTemplates,client/src/pages/EmailTemplates.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EmailVerification,client/src/pages/EmailVerification.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EmbedSDK,client/src/pages/EmbedSDK.tsx,interactive-review,True,False,False,False,False,True,True,False,True
EmptySearchState,client/src/pages/EmptySearchState.tsx,interactive-review,True,False,False,False,False,True,False,False,False
EngagementMetrics,client/src/pages/EngagementMetrics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EngagementStats,client/src/pages/EngagementStats.tsx,static-review,True,False,False,False,False,False,False,False,False
Engineer,client/src/pages/Engineer.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Enterprise,client/src/pages/Enterprise.tsx,interactive-review,True,False,False,False,False,True,True,False,True
EnterpriseAPI,client/src/pages/EnterpriseAPI.tsx,integration-backed-review,True,False,True,False,False,True,False,False,True
EnterpriseAnalytics,client/src/pages/EnterpriseAnalytics.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
EnterpriseBilling,client/src/pages/EnterpriseBilling.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
EntityProfile,client/src/pages/EntityProfile.tsx,interactive-review,True,False,False,False,False,True,False,False,True
EnvironmentManagement,client/src/pages/EnvironmentManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Error403,client/src/pages/Error403.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Error404,client/src/pages/Error404.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Error500,client/src/pages/Error500.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Error503,client/src/pages/Error503.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ErrorDialog,client/src/pages/ErrorDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ErrorTracking,client/src/pages/ErrorTracking.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EscrowShop,client/src/pages/EscrowShop.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
EthereumPoolSelector,client/src/pages/EthereumPoolSelector.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
EventAnalytics,client/src/pages/EventAnalytics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EventCalendar,client/src/pages/EventCalendar.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EventCreation,client/src/pages/EventCreation.tsx,interactive-review,True,False,False,False,False,True,True,False,False
EventPlanner,client/src/pages/EventPlanner.tsx,interactive-review,True,False,False,False,False,True,False,False,False
EventRegistration,client/src/pages/EventRegistration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Events,client/src/pages/Events.tsx,interactive-review,True,False,False,False,False,True,False,False,True
ExecutionHistory,client/src/pages/ExecutionHistory.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ExerciseLibrary,client/src/pages/ExerciseLibrary.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ExpenseManagement,client/src/pages/ExpenseManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ExpenseTracker,client/src/pages/ExpenseTracker.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ExperimentFactory,client/src/pages/ExperimentFactory.tsx,interactive-review,True,False,False,False,False,True,False,False,True
ExperimentTracker,client/src/pages/ExperimentTracker.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Explore,client/src/pages/Explore.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
ExportData,client/src/pages/ExportData.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FAQManagement,client/src/pages/FAQManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
FAQPage,client/src/pages/FAQPage.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Farming,client/src/pages/Farming.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
Favorites,client/src/pages/Favorites.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FeatureRequests,client/src/pages/FeatureRequests.tsx,interactive-review,True,False,False,False,False,True,True,False,False
FeatureTour,client/src/pages/FeatureTour.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Features,client/src/pages/Features.tsx,integration-backed-review,True,True,False,False,True,False,False,False,True
FeeCalculation,client/src/pages/FeeCalculation.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
FeedWithPosts,client/src/pages/FeedWithPosts.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Feedback,client/src/pages/Feedback.tsx,interactive-review,True,False,False,False,False,True,True,False,False
FeedbackDialog,client/src/pages/FeedbackDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FeedbackForm,client/src/pages/FeedbackForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FeedbackHub,client/src/pages/FeedbackHub.tsx,interactive-review,True,False,False,False,False,True,True,False,False
FileBrowser,client/src/pages/FileBrowser.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FileConverter,client/src/pages/FileConverter.tsx,interactive-review,True,False,False,False,False,True,True,False,False
FileDownload,client/src/pages/FileDownload.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FilePreview,client/src/pages/FilePreview.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FileSharing,client/src/pages/FileSharing.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
FileUploadDialog,client/src/pages/FileUploadDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FileUploadForm,client/src/pages/FileUploadForm.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FileUploadProgress,client/src/pages/FileUploadProgress.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FileVersioning,client/src/pages/FileVersioning.tsx,interactive-review,True,False,False,False,False,True,True,False,False
FilterPanel,client/src/pages/FilterPanel.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FinancialReports,client/src/pages/FinancialReports.tsx,interactive-review,True,False,False,False,False,True,True,False,False
FlashLoans,client/src/pages/FlashLoans.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
FlightSearch,client/src/pages/FlightSearch.tsx,interactive-review,True,False,False,False,False,True,True,False,False
FollowList,client/src/pages/FollowList.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FollowRequests,client/src/pages/FollowRequests.tsx,static-review,True,False,False,False,False,False,False,False,False
FollowSystem,client/src/pages/FollowSystem.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
FollowUnfollow,client/src/pages/FollowUnfollow.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FollowerList,client/src/pages/FollowerList.tsx,interactive-review,True,False,False,False,False,True,False,False,False
FollowersNetwork,client/src/pages/FollowersNetwork.tsx,static-review,True,False,False,False,False,False,False,False,False
ForecastingEngine,client/src/pages/ForecastingEngine.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ForumCategories,client/src/pages/ForumCategories.tsx,interactive-review,True,False,False,False,False,True,True,False,False
FrameworkTemplates,client/src/pages/FrameworkTemplates.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
FreeWillDashboard,client/src/pages/FreeWillDashboard.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
FundraiserTools,client/src/pages/FundraiserTools.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
GDPR,client/src/pages/GDPR.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GTMStrategy,client/src/pages/GTMStrategy.tsx,interactive-review,True,False,False,False,False,True,False,False,True
GainLossTracking,client/src/pages/GainLossTracking.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
GameBlackjack,client/src/pages/GameBlackjack.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GameBlockBuilder,client/src/pages/GameBlockBuilder.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GameChat,client/src/pages/GameChat.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GameCrash,client/src/pages/GameCrash.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GameCryptoQuiz,client/src/pages/GameCryptoQuiz.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GameFiQuestBoard,client/src/pages/GameFiQuestBoard.tsx,interactive-review,True,False,False,False,False,True,False,False,True
GameLobby,client/src/pages/GameLobby.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GameRoom,client/src/pages/GameRoom.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GameSettings,client/src/pages/GameSettings.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GameSlots,client/src/pages/GameSlots.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GameTokenTap,client/src/pages/GameTokenTap.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Gaming,client/src/pages/Gaming.tsx,integration-backed-review,True,True,False,False,True,False,False,False,False
GamingForCharity,client/src/pages/GamingForCharity.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GanttChart,client/src/pages/GanttChart.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GasFeeEstimator,client/src/pages/GasFeeEstimator.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GasPriceMonitor,client/src/pages/GasPriceMonitor.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
GasTracker,client/src/pages/GasTracker.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
GeneralSettings,client/src/pages/GeneralSettings.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GeneratedApiExplorer,client/src/pages/GeneratedApiExplorer.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GeneratedGallery,client/src/pages/GeneratedGallery.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GettingStartedGuide,client/src/pages/GettingStartedGuide.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GhostMode,client/src/pages/GhostMode.tsx,interactive-review,True,False,False,False,False,True,False,False,False
GlobalOperationsCenter,client/src/pages/GlobalOperationsCenter.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
GlobalSearch,client/src/pages/GlobalSearch.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Governance,client/src/pages/Governance.tsx,integration-backed-review,True,True,False,True,True,True,True,False,False
GovernanceVoting,client/src/pages/GovernanceVoting.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
GovernanceWizard,client/src/pages/GovernanceWizard.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GradeBook,client/src/pages/GradeBook.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GroupChat,client/src/pages/GroupChat.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GroupChats,client/src/pages/GroupChats.tsx,static-review,True,False,False,False,False,False,False,False,False
GroupDirectory,client/src/pages/GroupDirectory.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GroupEvents,client/src/pages/GroupEvents.tsx,interactive-review,True,False,False,False,False,True,True,False,False
GroupManagement,client/src/pages/GroupManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Growth,client/src/pages/Growth.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Guilds,client/src/pages/Guilds.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
HIPAA,client/src/pages/HIPAA.tsx,interactive-review,True,False,False,False,False,True,True,False,False
HOPEAIControl,client/src/pages/HOPEAIControl.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
HashRateMonitor,client/src/pages/HashRateMonitor.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
HashtagExplorer,client/src/pages/HashtagExplorer.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
HashtagSearch,client/src/pages/HashtagSearch.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Hashtags,client/src/pages/Hashtags.tsx,static-review,True,False,False,False,False,False,False,False,False
HealthArticles,client/src/pages/HealthArticles.tsx,interactive-review,True,False,False,False,False,True,True,False,False
HealthDashboard,client/src/pages/HealthDashboard.tsx,interactive-review,True,False,False,False,False,True,True,False,False
HealthGoals,client/src/pages/HealthGoals.tsx,interactive-review,True,False,False,False,False,True,True,False,False
HelpCenter,client/src/pages/HelpCenter.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Home,client/src/pages/Home.tsx,static-review,True,False,False,False,False,False,False,False,False
HopeAI,client/src/pages/HopeAI.tsx,integration-backed-review,True,True,False,True,True,True,True,False,False
HopeAIAdvanced,client/src/pages/HopeAIAdvanced.tsx,interactive-review,True,False,False,False,False,True,True,False,False
HopeAIMeta,client/src/pages/HopeAIMeta.tsx,interactive-review,True,False,False,False,False,True,True,False,False
HopeAIPage,client/src/pages/HopeAIPage.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
HopeAIUpgrades,client/src/pages/HopeAIUpgrades.tsx,interactive-review,True,False,False,False,False,True,False,False,False
HotelSearch,client/src/pages/HotelSearch.tsx,interactive-review,True,False,False,False,False,True,True,False,False
HubSpotIntegration,client/src/pages/HubSpotIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ICOLaunchpad,client/src/pages/ICOLaunchpad.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
IFTTT,client/src/pages/IFTTT.tsx,interactive-review,True,False,False,False,False,True,True,False,False
IITR,client/src/pages/IITR.tsx,static-review,True,False,False,False,False,False,False,False,True
ITServicesLanding,client/src/pages/ITServicesLanding.tsx,static-review,True,False,False,False,False,False,False,False,True
ITServicesPortal,client/src/pages/ITServicesPortal.tsx,static-review,True,False,False,False,False,False,False,False,True
ImageEditor,client/src/pages/ImageEditor.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
ImageGallery,client/src/pages/ImageGallery.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ImageTools,client/src/pages/ImageTools.tsx,interactive-review,True,False,False,False,False,True,True,False,False
ImageViewer,client/src/pages/ImageViewer.tsx,interactive-review,True,False,False,False,False,True,False,False,False
ImpactMap,client/src/pages/ImpactMap.tsx,integration-backed-review,True,True,False,False,True,True,True,False,False
ImpactMetrics,client/src/pages/ImpactMetrics.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
InAppNotifications,client/src/pages/InAppNotifications.tsx,interactive-review,True,False,False,False,False,True,False,False,False
InGameCurrency,client/src/pages/InGameCurrency.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
IncidentManagement,client/src/pages/IncidentManagement.tsx,static-review,True,False,False,False,False,False,False,False,False
InputDialog,client/src/pages/InputDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
InstructorDashboard,client/src/pages/InstructorDashboard.tsx,interactive-review,True,False,False,False,False,True,True,False,False
IntegrationSetup,client/src/pages/IntegrationSetup.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Integrations,client/src/pages/Integrations.tsx,interactive-review,True,False,False,False,False,True,False,False,False
InventoryManagement,client/src/pages/InventoryManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
InvestmentGoals,client/src/pages/InvestmentGoals.tsx,static-review,True,False,False,False,False,False,False,False,False
InvestorMetrics,client/src/pages/InvestorMetrics.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
InvestorPitch,client/src/pages/InvestorPitch.tsx,interactive-review,True,False,False,False,False,True,False,False,True
InvestorPortal,client/src/pages/InvestorPortal.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
InvestorRoom,client/src/pages/InvestorRoom.tsx,integration-backed-review,True,True,False,False,True,False,False,False,True
InvoiceDetails,client/src/pages/InvoiceDetails.tsx,interactive-review,True,False,False,False,False,True,False,False,False
InvoiceManagement,client/src/pages/InvoiceManagement.tsx,interactive-review,True,False,False,False,False,True,True,False,False
KYCVerification,client/src/pages/KYCVerification.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
KnowledgeBase,client/src/pages/KnowledgeBase.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LDAPIntegration,client/src/pages/LDAPIntegration.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LTVAnalysis,client/src/pages/LTVAnalysis.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LandingPage,client/src/pages/LandingPage.tsx,truthfully-gated,True,False,False,False,False,False,True,False,True
LanguageExchangeAdmin,client/src/pages/LanguageExchangeAdmin.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LanguagePartnerDiscovery,client/src/pages/LanguagePartnerDiscovery.tsx,integration-backed-review,True,True,False,True,True,True,True,False,False
LanguageSelector,client/src/pages/LanguageSelector.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
LanguageSettings,client/src/pages/LanguageSettings.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LeadScoring,client/src/pages/LeadScoring.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Leaderboard,client/src/pages/Leaderboard.tsx,integration-backed-review,True,True,False,False,True,False,False,False,False
Leaderboards,client/src/pages/Leaderboards.tsx,interactive-review,True,False,False,False,False,True,True,False,False
Learning,client/src/pages/Learning.tsx,static-review,True,False,False,False,False,False,False,False,False
LearningPath,client/src/pages/LearningPath.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LegalDocuments,client/src/pages/LegalDocuments.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LegendaryStatus,client/src/pages/LegendaryStatus.tsx,integration-backed-review,True,True,False,False,True,False,False,False,False
LendingBorrow,client/src/pages/LendingBorrow.tsx,static-review,True,False,False,False,False,False,False,False,False
LendingBorrowing,client/src/pages/LendingBorrowing.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
LessonEditor,client/src/pages/LessonEditor.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LifeCommand,client/src/pages/LifeCommand.tsx,integration-backed-review,True,True,False,False,True,True,False,False,False
Lightbox,client/src/pages/Lightbox.tsx,interactive-review,True,False,False,False,False,True,False,False,False
LikeReactionSystem,client/src/pages/LikeReactionSystem.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Likes,client/src/pages/Likes.tsx,static-review,True,False,False,False,False,False,False,False,False
LiquidStaking,client/src/pages/LiquidStaking.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
LiquidityPools,client/src/pages/LiquidityPools.tsx,static-review,True,False,False,False,False,False,False,False,False
ListView,client/src/pages/ListView.tsx,interactive-review,True,False,False,False,False,True,False,False,False
Live,client/src/pages/Live.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LiveChat,client/src/pages/LiveChat.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LiveGifting,client/src/pages/LiveGifting.tsx,interactive-review,True,False,False,False,False,True,False,False,True
LiveReactions,client/src/pages/LiveReactions.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LiveStreamSetup,client/src/pages/LiveStreamSetup.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LiveStreaming,client/src/pages/LiveStreaming.tsx,static-review,True,False,False,False,False,False,False,False,False
LivestreamDashboard,client/src/pages/LivestreamDashboard.tsx,interactive-review,True,False,False,False,False,True,True,False,False
LoadBalancing,client/src/pages/LoadBalancing.tsx,static-review,True,False,False,False,False,False,False,False,False
LoadingDialog,client/src/pages/LoadingDialog.tsx,interactive-review,True,False,False,False,False,True,False,False,False
LogViewer,client/src/pages/LogViewer.tsx,static-review,True,False,False,False,False,False,False,False,False
Login,client/src/pages/Login.tsx,interactive-review,True,False,False,False,False,True,False,False,False
LogisticsOptimizer,client/src/pages/LogisticsOptimizer.tsx,interactive-review,True,False,False,False,False,True,False,False,True
MLInsights,client/src/pages/MLInsights.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MLModels,client/src/pages/MLModels.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MailingLists,client/src/pages/MailingLists.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MainDashboard,client/src/pages/MainDashboard.tsx,interactive-review,True,False,False,False,False,True,False,False,False
MaintenanceMode,client/src/pages/MaintenanceMode.tsx,interactive-review,True,False,False,False,False,True,False,False,False
MapView,client/src/pages/MapView.tsx,interactive-review,True,False,False,False,False,True,False,False,False
MarginTrading,client/src/pages/MarginTrading.tsx,static-review,True,False,False,False,False,False,False,False,False
MarkdownRendering,client/src/pages/MarkdownRendering.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MarketSentiment,client/src/pages/MarketSentiment.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MarketingROI,client/src/pages/MarketingROI.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
Marketplace,client/src/pages/Marketplace.tsx,truthfully-gated,True,False,False,False,False,False,True,False,False
MarketplaceAnalytics,client/src/pages/MarketplaceAnalytics.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MasterArchitecture,client/src/pages/MasterArchitecture.tsx,interactive-review,True,False,False,False,False,True,False,False,False
MatchChat,client/src/pages/MatchChat.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MatchFeed,client/src/pages/MatchFeed.tsx,interactive-review,True,False,False,False,False,True,True,False,False
MatchSpace,client/src/pages/MatchSpace.tsx,interactive-review,True,False,False,False,False,True,False,False,False
